,property_sub_type_en,property_usage_en,reg_type_en,area_name_en,transaction_id,trans_group_en,procedure_name_en,project_name_en,master_project_en,nearest_landmark_en,nearest_metro_en,nearest_mall_en,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,building_name_en,property_type_en,instance_date
345,Flat,Residential,Off-Plan Properties,Al Yelayiss 2,1-102-2020-16604,Sales,Sell - Pre registration,UNA,TOWN SQUARE,Dubai Cycling Course,,,Studio,1,49.85,494888.0,9927.54,,,UNA APARTMENTS B,Unit,23-12-2020
346,Flat,Residential,Existing Properties,Al Jadaf,1-11-2021-18376,Sales,Sell,PALAZZO VERSACE,Culture Village,Dubai International Airport,Al Jadaf Metro Station,City Centre Mirdif,2 B/R,1,187.4,2891662.0,15430.43,,,PALAZZO VERSACE,Unit,14-10-2021
347,Flat,Residential,Existing Properties,Marsa Dubai,3-9-2022-2180,Gifts,Grant,,Dubai Marina,Sports City Swimming Academy,Jumeirah Beach Residency,Marina Mall,2 B/R,1,8.57,84066.0,9809.44,,,MANCHESTER TOWER,Unit,22-07-2022
348,,Residential,Existing Properties,Al Hebiah Fifth,1-41-2022-11975,Sales,Delayed Sell,DAMAC LAGOONS - COSTA BRAVA (2),DAMAC Lagoons,,,,,0,206.43,2677000.0,12968.08,,,,Land,15-07-2022
349,,Commercial,Existing Properties,Al Thanyah Fifth,1-11-2022-29958,Sales,Sell,JUMEIRAH PARK 7A,Jumeirah Park,Sports City Swimming Academy,Damac Properties,Marina Mall,,0,534.0,5000000.0,9363.3,,,,Villa,28-11-2022
350,Flat,Residential,Existing Properties,Al Khairan First,2-110-2023-330,Mortgages,Lease to Own Registration,Creek Beach - Bayshore,The Lagoons,Dubai International Airport,Creek Metro Station,City Centre Mirdif,1 B/R,1,65.18,1188320.0,18231.36,1188320.0,18231.36,Bayshore at Creek Beach Building 3,Unit,07-08-2023
351,Flat,Residential,Off-Plan Properties,Madinat Al Mataar,1-102-2023-39471,Sales,Sell - Pre registration,Expo City Mangrove Residences,Dubai World Central,,,,2 B/R,1,127.94,2061999.0,16116.92,,,Mangrove Residences 3,Unit,15-08-2023
352,Flat,Residential,Existing Properties,Business Bay,1-11-2023-34690,Sales,Sell,,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,83.67,1202000.0,14365.96,,,Vezul Residence,Unit,26-10-2023
353,Flat,Residential,Existing Properties,Al Barshaa South Third,1-41-2024-6851,Sales,Delayed Sell,UNIESTATE SUPREME RESIDENCE,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,91.29,1207000.0,13221.6,,,UNIEESTATE SUPREME RESIDENCE,Unit,03-04-2024
354,,Commercial,Existing Properties,Al Thanyah Fifth,2-13-2006-1433,Mortgages,Mortgage Registration,,Jumeirah Islands,Sports City Swimming Academy,Marina Mall Metro Station,Marina Mall,,0,1001.95,2888000.0,2882.38,,,,Villa,31-10-2006
355,,Residential,Existing Properties,Al Twar Third,2-14-2001-114,Mortgages,Modify Mortgage,,,Dubai International Airport,Etisalat Metro Station,City Centre Mirdif,,0,1578.98,1261883.0,799.18,,,,Villa,10-09-2001
356,Flat,Residential,Existing Properties,Al Warsan First,1-11-2009-212953,Sales,Sell,,International City Phase 1,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,Studio,0,45.0,299000.0,6644.44,,,Y-16,Unit,22-06-2009
357,Flat,Residential,Existing Properties,Jabal Ali First,2-13-2010-3158,Mortgages,Mortgage Registration,,Discovery Gardens,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1 B/R,0,89.0,1044131.0,11731.81,,,MOG 207,Unit,17-06-2010
358,Villa,Residential,Existing Properties,Al Hebiah First,2-13-2012-3295,Mortgages,Mortgage Registration,,Motor City,Motor City,Dubai Internet City,Mall of the Emirates,4 B/R,0,943.06,2000000.0,2120.76,,,,Villa,23-08-2012
359,Flat,Residential,Existing Properties,Al Hebiah Fourth,1-11-2013-26212,Sales,Sell,ELITE SPORTS RESIDENCE,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,1,94.05,755144.0,8029.18,,,Elite Residence 1,Unit,05-09-2013
360,,Residential,Existing Properties,Al Yufrah 2,1-41-2015-80,Sales,Delayed Sell,DAMAC HILLS (2) - JUNIPER,DAMAC HILLS 2,Dubai Cycling Course,,,,0,174.8,2217300.0,12684.78,,,,Villa,08-01-2015
361,,Other,Existing Properties,Saih Shuaib 1,1-41-2016-322,Sales,Delayed Sell,,JABEL ALI HILLS,Dubai Parks and Resorts,,,,0,1073.95,1502800.0,1399.32,,,,Land,01-02-2016
362,Flat,Residential,Existing Properties,Wadi Al Safa 2,2-110-2015-2051,Mortgages,Lease to Own Registration,QPOINT LIWAN-PLOT R020,Liwan,IMG World Adventures,,,1 B/R,1,75.33,480000.0,6371.96,480000.0,6371.96,Farah tower 1,Unit,09-02-2016
363,Shop,Commercial,Existing Properties,Business Bay,3-9-2019-1876,Gifts,Grant,CAPITAL BAY B,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Shop,1,110.54,1277953.0,11561.0,,,Capital Bay Podium,Unit,24-06-2019
364,Flat,Residential,Existing Properties,Burj Khalifa,3-9-2020-1446,Gifts,Grant,,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,49.24,603797.0,12262.33,,,South Ridge 1,Unit,22-07-2020
365,Flat,Residential,Existing Properties,Al Kifaf,1-41-2021-1789,Sales,Delayed Sell,Park Gate Residences,Wasl 1,Burj Khalifa,Al Jafiliya Metro Station,Dubai Mall,2 B/R,1,144.32,1818000.0,12597.01,,,PARK GATE RESIDENCES 4,Unit,22-02-2021
366,Flat,Residential,Off-Plan Properties,Hadaeq Sheikh Mohammed Bin Rashid,1-102-2023-12819,Sales,Sell - Pre registration,Elvira,DUBAI HILLS,,,,1 B/R,1,64.68,1399888.0,21643.29,,,Elvira 1,Unit,15-03-2023
367,Flat,Residential,Off-Plan Properties,Marsa Dubai,1-102-2023-24184,Sales,Sell - Pre registration,DAMAC BAY,,,,,1 B/R,1,115.48,3973000.0,34404.23,,,DAMAC BAY - TOWER B,Unit,24-05-2023
368,Flat,Residential,Off-Plan Properties,Burj Khalifa,1-102-2024-14789,Sales,Sell - Pre registration,ROVE HOME RESIDENCES by IRTH,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Studio,1,38.64,1348888.0,34909.11,,,ROVE HOME RESIDENCES by IRTH,Unit,11-03-2024
369,Flat,Residential,Existing Properties,Wadi Al Safa 5,1-110-2011-1916,Sales,Lease to Own Registration,SKY COURTS,Residential Complex,IMG World Adventures,,,2 B/R,1,101.18,748385.0,7396.57,,,Skycourts Tower F,Unit,02-08-2011
370,,Commercial,Existing Properties,Al Thanayah Fourth,1-11-2007-200,Sales,Sell,,Meadows 1,Sports City Swimming Academy,Damac Properties,Marina Mall,,0,569.03,1420020.0,2495.51,,,,Villa,23-01-2007
371,,Other,Existing Properties,Al Thanyah Third,1-110-2010-889,Sales,Lease to Own Registration,,Lakes - Hattan I,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,,0,880.07,2373255.0,2696.67,,,,Villa,17-05-2010
372,Villa,Residential,Existing Properties,Al Thanyah Third,2-13-2010-5106,Mortgages,Mortgage Registration,,Lakes - Maeen,Burj Al Arab,Nakheel Metro Station,Marina Mall,3 B/R,0,357.69,3066000.0,8571.67,,,,Villa,27-09-2010
373,Flat,Residential,Existing Properties,Al Warsan First,1-11-2009-217467,Sales,Sell,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,68.0,330000.0,4852.94,,,N-10,Unit,06-10-2009
374,Office,Commercial,Existing Properties,Business Bay,1-11-2014-6407,Sales,Sell,AL MANARA,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Office,1,209.84,1581104.0,7534.81,,,AL MANARA,Unit,06-03-2014
375,Flat,Residential,Existing Properties,Jabal Ali First,1-110-2015-416,Sales,Lease to Own Registration,,Discovery Gardens,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1 B/R,0,89.0,720000.0,8089.89,,,MOG 189,Unit,11-03-2015
376,Flat,Residential,Off-Plan Properties,Nadd Hessa,1-102-2006-9797,Sales,Sell - Pre registration,SILICON GATE 1,Silicon Oasis,IMG World Adventures,,,1 B/R,1,80.93,619000.0,7648.59,,,SILICON GATES 1,Unit,17-08-2009
377,Flat,Residential,Off-Plan Properties,Al Hebiah Fifth,1-102-2011-5694,Sales,Sell - Pre registration,REMRAAM,Remraam,Motor City,,,1 B/R,1,111.3,909416.0,8170.85,,,AL THAMAM 1,Unit,06-12-2011
378,Office,Commercial,Off-Plan Properties,Business Bay,1-102-2011-3763,Sales,Sell - Pre registration,AL MANARA,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Office,1,63.52,957600.0,15075.57,,,AL MANARA,Unit,12-09-2011
379,Flat,Residential,Off-Plan Properties,Wadi Al Safa 3,1-102-2015-13351,Sales,Sell - Pre registration,,Living Legends,,,,Studio,1,48.43,503435.0,10395.11,,,CLEOPATRA TOWER,Unit,29-03-2016
380,Flat,Residential,Off-Plan Properties,Me'Aisem First,1-102-2016-9780,Sales,Sell - Pre registration,ALANDALUS,Jumeirah Golf Estates,Sports City Swimming Academy,Damac Properties,Marina Mall,1 B/R,1,72.61,702000.0,9668.09,,,Al Andalus Building A,Unit,21-07-2016
381,Flat,Residential,Off-Plan Properties,Madinat Al Mataar,1-102-2017-20445,Sales,Sell - Pre registration,The Pulse Residence Plaza,Dubai South Residential District,Expo 2020 Site,,,Studio,1,38.39,353300.0,9202.92,,,The Pulse Residence Plaza B9,Unit,12-10-2017
382,Flat,Residential,Existing Properties,Al Thanyah Fifth,1-11-2018-4785,Sales,Sell,,Jumeirah Lakes Towers,Burj Al Arab,Damac Properties,Marina Mall,1 B/R,1,76.47,859639.0,11241.52,,,Al Waleed Paradise,Unit,07-05-2018
383,Flat,Residential,Off-Plan Properties,Wadi Al Safa 2,1-102-2021-17210,Sales,Sell - Pre registration,Wavez Residence,Liwan,IMG World Adventures,,,1 B/R,1,62.0,565800.0,9125.81,,,WAVEZ RESIDENCE,Unit,28-09-2021
384,Flat,Residential,Existing Properties,Al Warsan First,1-11-2022-3688,Sales,Sell,INTERNATIONAL CITY EMARATI,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,68.86,320000.0,4647.11,,,EMR-01,Unit,28-02-2022
385,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,1-102-2023-1790,Sales,Sell - Pre registration,LEVANTO BY ORO24,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Marina Mall,2 B/R,1,82.57,1070000.0,12958.7,,,LEVANTO BY ORO24,Unit,11-01-2023
386,,Commercial,Existing Properties,Jabal Ali First,1-41-2023-4036,Sales,Delayed Sell,MUROOJ ALFURJAN WEST,Al Furjan,,,,,0,238.0,2050000.0,8613.45,,,,Land,23-02-2023
387,Villa,Residential,Off-Plan Properties,Al Hebiah Sixth,1-102-2024-7012,Sales,Sell - Pre registration,Mudon Al Ranim 7,Mudon,,,,3 B/R,0,168.05,3058000.0,18196.97,,,,Villa,07-02-2024
388,Flat,Residential,Off-Plan Properties,Al Hebiah Third,1-102-2024-26999,Sales,Sell - Pre registration,DAMAC HILLS - GOLF GREENS 1,DAMAC HILLS,Motor City,,,1 B/R,1,68.91,1402000.0,20345.38,,,DAMAC HILLS - GOLF GREENS 1 - TOWER B,Unit,30-04-2024
389,Flat,Residential,Existing Properties,Marsa Dubai,1-11-2008-206343,Sales,Sell,,Dubai Marina,Burj Al Arab,Dubai Marina,Marina Mall,2 B/R,1,100.68,921400.0,9151.77,,,MARINA DIAMOND 5 (A),Unit,02-09-2008
390,Flat,Residential,Existing Properties,Wadi Al Safa 5,1-11-2011-17248,Sales,Sell,SKY COURTS,Residential Complex,IMG World Adventures,,,2 B/R,1,41.0,712055.0,17367.22,,,Skycourts Tower B,Unit,21-11-2011
391,Office,Commercial,Existing Properties,Business Bay,1-11-2011-8454,Sales,Sell,,Business Bay,Burj Khalifa,Business Bay Metro Station,Dubai Mall,Office,1,131.27,1100000.0,8379.68,,,ASPECT TOWER,Unit,24-05-2011
392,Flat,Residential,Existing Properties,Burj Khalifa,1-11-2012-18148,Sales,Sell,,Burj Khalifa,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,98.76,901888.0,9132.12,,,8 BLVD WALK,Unit,02-10-2012
393,,Residential,Existing Properties,Al Twar Third,3-9-2013-271,Gifts,Grant,,,Dubai International Airport,Al Qusais Metro Station,City Centre Mirdif,,0,1393.55,2000000.0,1435.18,,,,Villa,04-04-2013
394,,Residential,Existing Properties,Al Hebiah Third,1-41-2013-2379,Sales,Delayed Sell,DAMAC HILLS - BROOKFIELD-1,DAMAC HILLS,Motor City,,,,0,318.58,2396800.0,7523.39,,,,Villa,12-09-2013
395,Flat,Residential,Existing Properties,Al Thanyah Fifth,2-13-2015-227,Mortgages,Mortgage Registration,,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,2 B/R,1,90.31,1193000.0,13210.05,,,ICON 1,Unit,12-01-2015
396,Flat,Residential,Off-Plan Properties,Marsa Dubai,1-102-2009-6067,Sales,Sell - Pre registration,ROYAL OCEANIC TOWER,Dubai Marina,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,3 B/R,1,232.86,3069850.0,13183.24,,,ROYAL OCEANIC-1,Unit,09-12-2009
397,Flat,Residential,Off-Plan Properties,Business Bay,1-102-2008-16688,Sales,Sell - Pre registration,WINDSOR MANOR,Business Bay,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,106.54,1371622.0,12874.24,,,WINDSOR MANOR,Unit,18-06-2009
398,,Residential,Existing Properties,Hadaeq Sheikh Mohammed Bin Rashid,1-41-2015-4113,Sales,Delayed Sell,The Fairway at Dubai Hills,DUBAI HILLS - FAIRWAYS,Global Village,First Abu Dhabi Bank Metro Station,Mall of the Emirates,,0,1115.87,4670888.0,4185.87,,,,Land,26-08-2015
399,,Commercial,Existing Properties,Al Warsan First,2-110-2018-460,Mortgages,Lease to Own Registration,WARSAN VILLAGE A,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,,0,154.0,1162500.0,7548.7,1162500.0,7548.7,,Villa,16-07-2018
400,Office,Commercial,Existing Properties,Business Bay,2-13-2018-7407,Mortgages,Mortgage Registration,CLOVER BAY,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Office,1,87.16,1031000.0,11828.82,,,Clover Bay,Unit,24-09-2018
401,Flat,Residential,Off-Plan Properties,Um Suqaim Third,1-102-2020-6462,Sales,Sell - Pre registration,Madinat Jumeirah Living ,,Burj Al Arab,First Abu Dhabi Bank Metro Station,Mall of the Emirates,2 B/R,1,125.47,2410000.0,19207.78,,,Madinat Jumeirah Living Lamtara 2,Unit,14-04-2020
402,,Residential,Existing Properties,Al Hebiah Sixth,1-41-2020-7557,Sales,Delayed Sell,Arabella 3,Mudon,Dubai Cycling Course,,,,0,161.15,1595000.0,9897.61,,,,Land,21-12-2020
403,,Residential,Existing Properties,Jabal Ali First,2-13-2021-4341,Mortgages,Mortgage Registration,GardeniaTownHomes @ wasl gate,Wasl Gate,Expo 2020 Site,ENERGY Metro Station,Ibn-e-Battuta Mall,,0,232.5,1277558.0,5494.87,,,,Villa,19-04-2021
404,Flat,Residential,Existing Properties,Nadd Hessa,1-133-2023-75,Sales,Development Registration,LYNX,Silicon Oasis,IMG World Adventures,,,Studio,1,42.2,270000.0,6398.1,,,LYNX RESIDENCE,Unit,06-03-2023
405,Flat,Residential,Existing Properties,Wadi Al Safa 5,3-9-2023-1416,Gifts,Grant,,Residential Complex,IMG World Adventures,,,Studio,1,47.13,290695.0,6167.95,,,Windsor Residence,Unit,13-03-2023
406,Flat,Residential,Off-Plan Properties,Hadaeq Sheikh Mohammed Bin Rashid,1-102-2023-22391,Sales,Sell - Pre registration,ELLINGTON HOUSE II,DUBAI HILLS,Global Village,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1 B/R,1,74.26,1523828.0,20520.17,,,ELLINGTON HOUSE II,Unit,15-05-2023
407,,Commercial,Existing Properties,Al Thanayah Fourth,1-11-2008-5573,Sales,Sell,,Meadows 3,Sports City Swimming Academy,Damac Properties,Marina Mall,,0,626.17,1850800.0,2955.75,,,,Villa,03-11-2008
408,Flat,Residential,Existing Properties,Burj Khalifa,1-41-2010-199,Sales,Delayed Sell,BURJ KHALIFA TOWERS,Burj Khalifa,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,4 B/R,1,665.28,12924888.0,19427.74,,,Burj Khalifa,Unit,31-08-2010
409,,Commercial,Existing Properties,Hor Al Anz,1-11-2014-3476,Sales,Sell,,,Dubai International Airport,Abu Baker Al Siddique Metro Station,,,0,222.97,4100000.0,18388.12,,,,Land,06-02-2014
410,Flat,Residential,Existing Properties,Marsa Dubai,1-11-2014-19504,Sales,Sell,,Dubai Marina,Sports City Swimming Academy,Jumeirah Beach Residency,Marina Mall,1 B/R,1,76.5,711000.0,9294.12,,,DEC TOWERS T2,Unit,19-08-2014
411,Flat,Residential,Existing Properties,Marsa Dubai,1-11-2014-25922,Sales,Sell,WEST AVENUE,Dubai Marina,Burj Al Arab,Jumeirah Lakes Towers,Marina Mall,2 B/R,1,114.94,1678040.0,14599.27,,,WEST AVENUE,Unit,27-11-2014
412,Flat,Residential,Off-Plan Properties,Al Hebiah Third,2-105-2016-66,Mortgages,Mortgage Pre-Registration,DAMAC HILLS - GOLF PANORAMA,DAMAC HILLS,Motor City,,,1 B/R,1,81.94,485100.0,5920.19,,,DAMAC HILLS - GOLF PANORAMA - TOWER B,Unit,13-04-2016
413,Flat,Residential,Existing Properties,Al Wasl,1-11-2017-1996,Sales,Sell,,City Walk,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,170.33,3436150.0,20173.49,,,Citywalk Residential Building 13B,Unit,20-03-2017
414,,Commercial,Existing Properties,Al Thanyah Fifth,2-13-2018-5956,Mortgages,Mortgage Registration,JUMEIRAH PARK 7B&C,Jumeirah Park,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,,0,510.0,793200.0,1555.29,,,,Villa,24-07-2018
415,Flat,Residential,Existing Properties,Nadd Hessa,1-45-2018-518,Sales,Sell Development,SILICON HEIGHTS,Silicon Oasis,IMG World Adventures,,,Studio,1,45.19,342000.0,7568.05,,,Silicon Heights,Unit,07-11-2018
416,Flat,Residential,Off-Plan Properties,Al Barshaa South Third,1-102-2021-23568,Sales,Sell - Pre registration,SAMANA PARK VIEWS,Arjan,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1 B/R,1,100.23,998050.0,9957.6,,,Samana Park Views,Unit,09-12-2021
417,Flat,Residential,Off-Plan Properties,Business Bay,1-102-2022-28339,Sales,Sell - Pre registration,Peninsula Three,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Studio,1,38.48,896000.0,23284.82,,,Peninsula Three,Unit,21-09-2022
418,Hotel Rooms,Hospitality ,Existing Properties,World Islands,1-41-2023-10768,Sales,Delayed Sell,THE HEART OF EUROPE 2,The World,,,,Studio,0,37.75,1294340.0,34287.15,,,COTE D'AZUR - M,Unit,13-06-2023
419,Flat,Residential,Existing Properties,Al Barsha South Fourth,1-460-2023-221,Sales,Sale On Payment Plan,,Jumeirah Village Circle,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,44.06,497973.0,11302.16,,,National Bonds Residence,Unit,14-06-2023
420,,Residential,Existing Properties,Al Hebiah Third,1-41-2023-26000,Sales,Delayed Sell,DAMAC HILLS-BEL AIR,DAMAC HILLS,Motor City,,,,0,519.0,11134000.0,21452.79,,,,Land,25-12-2023
421,,Residential,Existing Properties,Al Satwa,1-11-2002-249,Sales,Sell,,,Burj Khalifa,Trade Centre Metro Station,Dubai Mall,,0,232.26,600000.0,2583.31,,,,Villa,11-02-2002
422,,Residential,Existing Properties,Al Mizhar Second,1-11-2013-16789,Sales,Sell,,,Dubai International Airport,Etisalat Metro Station,City Centre Mirdif,,0,464.52,925000.0,1991.3,,,,Building,30-05-2013
423,Flat,Residential,Existing Properties,Al Thanyah Fifth,1-11-2013-14679,Sales,Sell,V3,Jumeirah Lakes Towers,Burj Al Arab,Damac Properties,Marina Mall,2 B/R,1,125.2,1017468.0,8126.74,,,V3 TOWER,Unit,19-06-2013
424,Flat,Residential,Existing Properties,Al Barsha South Fourth,1-11-2014-19761,Sales,Sell,DIAMOND VIEWS 4,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1 B/R,1,61.9,500000.0,8077.54,,,DIAMOND VIEWS 4,Unit,21-08-2014
425,Flat,Residential,Existing Properties,Al Hebiah First,2-13-2015-671,Mortgages,Mortgage Registration,,Motor City,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,2 B/R,1,136.66,1125000.0,8232.11,,,CLAVERTON HOUSE 1,Unit,29-01-2015
426,Flat,Residential,Off-Plan Properties,Wadi Al Safa 5,1-102-2006-1021,Sales,Sell - Pre registration,SKY COURTS,Residential Complex,IMG World Adventures,,,1 B/R,1,67.58,516200.0,7638.36,,,Skycourts Tower D,Unit,12-08-2009
427,,Residential,Existing Properties,Al Hebiah Third,1-11-2015-8119,Sales,Sell,MUDON,Mudon,Dubai Cycling Course,,,,0,297.5,2594400.0,8720.67,,,,Land,19-05-2015
428,,Residential,Existing Properties,Wadi Al Safa 3,1-11-2016-11379,Sales,Sell,,Majan,IMG World Adventures,,,,0,5085.97,41619930.0,8183.28,,,,Land,03-10-2016
429,Hotel Rooms,Hospitality ,Off-Plan Properties,Business Bay,1-102-2018-2573,Sales,Sell - Pre registration,THE ONE HOTEL ,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Studio,1,30.14,1570000.0,52090.25,,,The One Hotel,Unit,15-02-2018
430,Flat,Residential,Existing Properties,Nadd Hessa,1-45-2020-269,Sales,Sell Development,AXIS RESIDENCES 2,Silicon Oasis,IMG World Adventures,,City Centre Mirdif,1 B/R,1,76.13,320000.0,4203.34,,,AXIS RESIDENCE 2,Unit,21-09-2020
431,Villa,Residential,Existing Properties,Hadaeq Sheikh Mohammed Bin Rashid,2-13-2021-6419,Mortgages,Mortgage Registration,MAPLE 2 ,DUBAI HILLS - MAPLE 2,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,3 B/R,0,193.97,1840000.0,9486.0,,,,Villa,02-06-2021
432,Office,Commercial,Existing Properties,Business Bay,2-13-2021-11902,Mortgages,Mortgage Registration,SOBHA SAPPHIRE,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Office,1,87.04,749512.0,8611.12,,,SOBHA SAPPHIRE,Unit,27-09-2021
433,Hotel Apartment,Hospitality ,Existing Properties,Business Bay,1-11-2022-18822,Sales,Sell,SLS DUBAI,Business Bay,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Studio,1,15.12,438095.0,28974.55,,,SLS DUBAI,Unit,09-08-2022
434,,Commercial,Existing Properties,Jabal Ali First,1-41-2022-18704,Sales,Delayed Sell,Jebel Ali Village Townhouses - Phase 3,Jabal Ali Village,,,,,0,242.35,2698800.0,11135.96,,,,Land,02-11-2022
435,Shop,Commercial,Existing Properties,Business Bay,2-13-2023-24167,Mortgages,Mortgage Registration,THE BINARY BY OMNIYAT,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,,1,106.94,2300000.0,21507.39,,,THE BINARY BY OMNIYAT,Unit,27-12-2023
436,Flat,Residential,Existing Properties,Palm Jumeirah,2-13-2011-2669,Mortgages,Mortgage Registration,,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,1 B/R,1,124.32,1400000.0,11261.26,,,ADRIATIC,Unit,26-04-2011
437,Flat,Residential,Existing Properties,Al Thanyah Third,2-13-2010-5767,Mortgages,Mortgage Registration,,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,2 B/R,1,188.57,1162500.0,6164.82,,,AL THAYYAL-2,Unit,02-11-2010
438,,Residential,Existing Properties,Wadi Al Safa 6,2-110-2010-772,Mortgages,Lease to Own Registration,,Arabian Ranches - Saheel,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,,0,625.79,3386644.0,5411.79,3386644.0,5411.79,,Villa,27-04-2010
439,Flat,Residential,Existing Properties,Al Thanyah Third,1-110-2010-480,Sales,Lease to Own Registration,,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,1 B/R,1,70.14,1080000.0,15397.78,,,AL Alka-3,Unit,16-03-2010
